index,reason,DATETIME,ENTITY_DESCRIPTION_SHORT
32826,negative value in TIME_TO_PARADE_1=-105.0,2019-08-18 19:15:00,Flying Coaster
32839,negative value in TIME_TO_PARADE_1=-150.0,2022-04-10 20:00:00,Flying Coaster
32860,negative value in TIME_TO_PARADE_1=-15.0,2019-09-05 17:45:00,Flying Coaster
32864,negative value in TIME_TO_PARADE_1=-60.0,2022-05-23 18:30:00,Water Ride
32888,negative value in TIME_TO_PARADE_1=-15.0,2018-10-19 17:45:00,Pirate Ship
32894,negative value in TIME_TO_PARADE_1=-75.0,2019-07-13 18:45:00,Flying Coaster
32898,negative value in TIME_TO_PARADE_1=-135.0,2018-12-28 19:15:00,Flying Coaster
32904,negative value in TIME_TO_PARADE_1=-165.0,2019-12-22 19:45:00,Pirate Ship
32907,negative value in TIME_TO_PARADE_1=-75.0,2022-05-29 18:45:00,Water Ride
32913,negative value in TIME_TO_PARADE_1=-30.0,2019-05-18 18:00:00,Water Ride
32914,negative value in TIME_TO_PARADE_1=-120.0,2019-06-19 19:30:00,Water Ride
32921,negative value in TIME_TO_PARADE_1=-60.0,2022-06-13 18:30:00,Water Ride
32941,negative value in TIME_TO_PARADE_1=-60.0,2022-08-03 18:30:00,Water Ride
32962,negative value in TIME_TO_PARADE_1=-165.0,2019-11-16 19:45:00,Flying Coaster
32968,negative value in TIME_TO_PARADE_1=-135.0,2019-05-27 19:45:00,Water Ride
32971,negative value in TIME_TO_PARADE_1=-105.0,2019-05-17 19:15:00,Flying Coaster
32972,negative value in TIME_TO_PARADE_1=-180.0,2019-05-06 20:30:00,Flying Coaster
32978,negative value in TIME_TO_PARADE_1=-15.0,2019-08-29 17:45:00,Flying Coaster
32989,negative value in TIME_TO_PARADE_1=-135.0,2019-07-08 19:45:00,Water Ride
32991,negative value in TIME_TO_PARADE_1=-30.0,2019-12-12 17:30:00,Flying Coaster
32992,negative value in TIME_TO_PARADE_1=-75.0,2022-05-08 18:45:00,Water Ride
32995,negative value in TIME_TO_PARADE_1=-120.0,2019-07-18 19:30:00,Water Ride
33004,negative value in TIME_TO_PARADE_1=-150.0,2022-04-21 20:00:00,Water Ride
33009,negative value in TIME_TO_PARADE_1=-15.0,2019-04-29 17:45:00,Water Ride
33010,negative value in TIME_TO_PARADE_1=-105.0,2019-06-08 19:15:00,Water Ride
33023,negative value in TIME_TO_PARADE_1=-60.0,2019-08-24 18:30:00,Water Ride
33026,negative value in TIME_TO_PARADE_1=-105.0,2018-11-04 19:15:00,Pirate Ship
33027,negative value in TIME_TO_PARADE_1=-75.0,2019-06-07 18:45:00,Water Ride
33047,negative value in TIME_TO_PARADE_1=-120.0,2022-06-09 19:30:00,Water Ride
33049,negative value in TIME_TO_PARADE_1=-105.0,2019-05-29 19:15:00,Flying Coaster
33050,negative value in TIME_TO_PARADE_1=-165.0,2019-12-23 19:45:00,Flying Coaster
33056,negative value in TIME_TO_PARADE_1=-30.0,2019-09-04 18:00:00,Water Ride
33059,negative value in TIME_TO_PARADE_1=-165.0,2022-05-20 20:15:00,Flying Coaster
33073,negative value in TIME_TO_PARADE_1=-15.0,2019-05-26 17:45:00,Flying Coaster
33090,negative value in TIME_TO_PARADE_1=-105.0,2019-07-25 19:15:00,Flying Coaster
33094,negative value in TIME_TO_PARADE_1=-90.0,2018-12-29 18:30:00,Water Ride
33100,negative value in TIME_TO_PARADE_1=-150.0,2022-05-30 20:00:00,Flying Coaster
33105,negative value in TIME_TO_PARADE_1=-150.0,2022-04-15 20:00:00,Water Ride
33107,negative value in TIME_TO_PARADE_1=-195.0,2022-05-06 20:45:00,Flying Coaster
33111,negative value in TIME_TO_PARADE_1=-30.0,2022-06-13 18:00:00,Water Ride
33115,negative value in TIME_TO_PARADE_1=-30.0,2019-11-17 17:30:00,Water Ride
33117,negative value in TIME_TO_PARADE_1=-195.0,2019-12-23 20:15:00,Pirate Ship
33118,negative value in TIME_TO_PARADE_1=-90.0,2019-12-22 18:30:00,Water Ride
33119,negative value in TIME_TO_PARADE_1=-60.0,2019-07-04 18:30:00,Water Ride
33135,negative value in TIME_TO_PARADE_1=-45.0,2022-05-24 18:15:00,Flying Coaster
33136,negative value in TIME_TO_PARADE_1=-30.0,2022-04-27 18:00:00,Pirate Ship
33148,negative value in TIME_TO_PARADE_1=-180.0,2022-08-03 20:30:00,Flying Coaster
33150,negative value in TIME_TO_PARADE_1=-120.0,2022-04-04 19:30:00,Water Ride
33152,negative value in TIME_TO_PARADE_1=-75.0,2022-04-30 18:45:00,Flying Coaster
33157,negative value in TIME_TO_PARADE_1=-45.0,2019-06-11 18:15:00,Water Ride
33160,negative value in TIME_TO_PARADE_1=-135.0,2022-05-26 19:45:00,Flying Coaster
33161,negative value in TIME_TO_PARADE_1=-120.0,2022-04-22 19:30:00,Water Ride
33162,negative value in TIME_TO_PARADE_1=-150.0,2022-05-28 20:00:00,Flying Coaster
33177,negative value in TIME_TO_PARADE_1=-75.0,2019-10-28 18:45:00,Flying Coaster
33183,negative value in TIME_TO_PARADE_1=-135.0,2019-01-04 19:15:00,Flying Coaster
33188,negative value in TIME_TO_PARADE_1=-165.0,2019-05-04 20:15:00,Flying Coaster
33190,negative value in TIME_TO_PARADE_1=-60.0,2022-06-13 18:30:00,Flying Coaster
33210,negative value in TIME_TO_PARADE_1=-30.0,2020-03-11 17:30:00,Flying Coaster
33226,negative value in TIME_TO_PARADE_1=-135.0,2019-10-28 19:45:00,Flying Coaster
33234,negative value in TIME_TO_PARADE_1=-15.0,2022-04-30 17:45:00,Pirate Ship
33241,negative value in TIME_TO_PARADE_1=-30.0,2019-03-09 17:30:00,Flying Coaster
33244,negative value in TIME_TO_PARADE_1=-75.0,2019-06-15 18:45:00,Water Ride
33249,negative value in TIME_TO_PARADE_1=-120.0,2022-06-03 19:30:00,Pirate Ship
33256,negative value in TIME_TO_PARADE_1=-120.0,2019-12-26 19:00:00,Flying Coaster
33258,negative value in TIME_TO_PARADE_1=-165.0,2019-04-21 20:15:00,Flying Coaster
33263,negative value in TIME_TO_PARADE_1=-135.0,2022-06-26 19:45:00,Flying Coaster
33273,negative value in TIME_TO_PARADE_1=-105.0,2022-05-28 19:15:00,Flying Coaster
33286,negative value in TIME_TO_PARADE_1=-90.0,2019-08-06 19:00:00,Flying Coaster
33291,negative value in TIME_TO_PARADE_1=-180.0,2019-06-21 20:30:00,Flying Coaster
33335,negative value in TIME_TO_PARADE_1=-135.0,2022-08-13 19:45:00,Flying Coaster
33336,negative value in TIME_TO_PARADE_1=-30.0,2019-03-07 17:30:00,Flying Coaster
33345,negative value in TIME_TO_PARADE_1=-180.0,2022-06-26 20:30:00,Flying Coaster
33349,negative value in TIME_TO_PARADE_1=-135.0,2022-06-26 19:45:00,Pirate Ship
33354,negative value in TIME_TO_PARADE_1=-120.0,2022-07-22 19:30:00,Water Ride
33363,negative value in TIME_TO_PARADE_1=-150.0,2019-04-19 20:00:00,Flying Coaster
33366,negative value in TIME_TO_PARADE_1=-150.0,2022-05-28 20:00:00,Pirate Ship
33367,negative value in TIME_TO_PARADE_1=-120.0,2019-06-05 19:30:00,Water Ride
33368,negative value in TIME_TO_PARADE_1=-30.0,2019-04-15 18:00:00,Flying Coaster
33398,negative value in TIME_TO_PARADE_1=-30.0,2019-02-02 17:00:00,Water Ride
33404,negative value in TIME_TO_PARADE_1=-240.0,2019-10-31 20:30:00,Water Ride
33409,negative value in TIME_TO_PARADE_1=-75.0,2018-10-29 18:45:00,Pirate Ship
33427,negative value in TIME_TO_PARADE_1=-15.0,2019-08-31 17:45:00,Water Ride
33433,negative value in TIME_TO_PARADE_1=-30.0,2019-07-04 18:00:00,Flying Coaster
33450,negative value in TIME_TO_PARADE_1=-150.0,2019-05-18 20:00:00,Flying Coaster
33452,negative value in TIME_TO_PARADE_1=-75.0,2018-12-15 18:15:00,Flying Coaster
33456,negative value in TIME_TO_PARADE_1=-195.0,2019-08-30 20:45:00,Flying Coaster
33457,negative value in TIME_TO_PARADE_1=-135.0,2022-05-17 19:45:00,Flying Coaster
33471,negative value in TIME_TO_PARADE_1=-45.0,2022-04-03 18:15:00,Pirate Ship
33486,negative value in TIME_TO_PARADE_1=-120.0,2019-08-18 19:30:00,Flying Coaster
33505,negative value in TIME_TO_PARADE_1=-15.0,2019-12-20 17:15:00,Pirate Ship
33514,negative value in TIME_TO_PARADE_1=-30.0,2018-12-25 17:30:00,Flying Coaster
33519,negative value in TIME_TO_PARADE_1=-150.0,2019-06-06 20:00:00,Water Ride
33524,negative value in TIME_TO_PARADE_1=-15.0,2019-01-19 16:45:00,Flying Coaster
33542,negative value in TIME_TO_PARADE_1=-165.0,2019-12-25 19:45:00,Pirate Ship
33550,negative value in TIME_TO_PARADE_1=-165.0,2022-06-12 20:15:00,Flying Coaster
33551,negative value in TIME_TO_PARADE_1=-30.0,2019-09-13 18:00:00,Flying Coaster
33557,negative value in TIME_TO_PARADE_1=-135.0,2020-01-10 18:45:00,Flying Coaster
33558,negative value in TIME_TO_PARADE_1=-60.0,2019-10-12 18:30:00,Flying Coaster
33570,negative value in TIME_TO_PARADE_1=-105.0,2022-06-27 19:15:00,Water Ride
33573,negative value in TIME_TO_PARADE_1=-15.0,2019-02-21 17:15:00,Flying Coaster
33578,negative value in TIME_TO_PARADE_1=-60.0,2018-12-19 17:00:00,Flying Coaster
33579,negative value in TIME_TO_PARADE_1=-150.0,2019-07-07 20:00:00,Flying Coaster
33591,negative value in TIME_TO_PARADE_1=-105.0,2019-08-18 19:15:00,Water Ride
33596,negative value in TIME_TO_PARADE_1=-180.0,2022-06-02 20:30:00,Pirate Ship
33600,negative value in TIME_TO_PARADE_1=-120.0,2022-06-12 19:30:00,Pirate Ship
33612,negative value in TIME_TO_PARADE_1=-105.0,2019-10-29 19:15:00,Water Ride
33616,negative value in TIME_TO_PARADE_1=-165.0,2019-07-06 20:15:00,Flying Coaster
33631,negative value in TIME_TO_PARADE_1=-45.0,2018-12-18 17:45:00,Flying Coaster
33632,negative value in TIME_TO_PARADE_1=-105.0,2019-05-06 19:15:00,Flying Coaster
33649,negative value in TIME_TO_PARADE_1=-195.0,2022-05-25 20:45:00,Pirate Ship
33656,negative value in TIME_TO_PARADE_1=-150.0,2022-04-09 20:00:00,Pirate Ship
33658,negative value in TIME_TO_PARADE_1=-90.0,2019-01-01 18:30:00,Flying Coaster
33666,negative value in TIME_TO_PARADE_1=-150.0,2022-06-05 20:00:00,Water Ride
33675,negative value in TIME_TO_PARADE_1=-135.0,2022-05-20 19:45:00,Pirate Ship
33737,negative value in TIME_TO_PARADE_1=-210.0,2018-12-07 20:30:00,Flying Coaster
33748,negative value in TIME_TO_PARADE_1=-75.0,2018-10-27 18:45:00,Pirate Ship
33754,negative value in TIME_TO_PARADE_1=-60.0,2019-11-24 18:00:00,Water Ride
33762,negative value in TIME_TO_PARADE_1=-165.0,2019-06-23 20:15:00,Flying Coaster
33765,negative value in TIME_TO_PARADE_1=-45.0,2022-07-04 18:15:00,Pirate Ship
33772,negative value in TIME_TO_PARADE_1=-90.0,2019-12-23 18:30:00,Pirate Ship
33783,negative value in TIME_TO_PARADE_1=-30.0,2022-04-03 18:00:00,Water Ride
33789,negative value in TIME_TO_PARADE_1=-150.0,2018-11-10 19:30:00,Flying Coaster
33794,negative value in TIME_TO_PARADE_1=-60.0,2019-04-28 18:30:00,Water Ride
33804,negative value in TIME_TO_PARADE_1=-105.0,2022-06-26 19:15:00,Pirate Ship
33810,negative value in TIME_TO_PARADE_1=-30.0,2019-04-14 18:00:00,Flying Coaster
33812,negative value in TIME_TO_PARADE_1=-105.0,2019-12-08 18:45:00,Flying Coaster
33827,negative value in TIME_TO_PARADE_1=-75.0,2019-08-18 18:45:00,Water Ride
33849,negative value in TIME_TO_PARADE_1=-60.0,2022-06-27 18:30:00,Pirate Ship
33850,negative value in TIME_TO_PARADE_1=-165.0,2019-07-25 20:15:00,Flying Coaster
33855,negative value in TIME_TO_PARADE_1=-180.0,2022-06-22 20:30:00,Pirate Ship
33857,negative value in TIME_TO_PARADE_1=-45.0,2022-05-28 18:15:00,Water Ride
33859,negative value in TIME_TO_PARADE_1=-30.0,2019-04-15 18:00:00,Water Ride
33861,negative value in TIME_TO_PARADE_1=-30.0,2018-10-29 18:00:00,Pirate Ship
33863,negative value in TIME_TO_PARADE_1=-195.0,2022-04-02 20:45:00,Flying Coaster
33873,negative value in TIME_TO_PARADE_1=-15.0,2019-01-28 16:45:00,Flying Coaster
33876,negative value in TIME_TO_PARADE_1=-180.0,2022-05-11 20:30:00,Flying Coaster
33884,negative value in TIME_TO_PARADE_1=-150.0,2022-04-24 20:00:00,Flying Coaster
33887,negative value in TIME_TO_PARADE_1=-75.0,2020-01-11 17:45:00,Water Ride
33908,negative value in TIME_TO_PARADE_1=-180.0,2019-07-10 20:30:00,Flying Coaster
33913,negative value in TIME_TO_PARADE_1=-30.0,2022-07-29 18:00:00,Water Ride
33915,negative value in TIME_TO_PARADE_1=-90.0,2019-05-15 19:00:00,Flying Coaster
33924,negative value in TIME_TO_PARADE_1=-45.0,2019-04-06 18:15:00,Flying Coaster
33925,negative value in TIME_TO_PARADE_1=-150.0,2018-10-13 20:00:00,Pirate Ship
33960,negative value in TIME_TO_PARADE_1=-90.0,2022-06-25 19:00:00,Pirate Ship
33977,negative value in TIME_TO_PARADE_1=-30.0,2019-08-29 18:00:00,Water Ride
33985,negative value in TIME_TO_PARADE_1=-150.0,2022-04-14 20:00:00,Flying Coaster
33987,negative value in TIME_TO_PARADE_1=-30.0,2022-04-19 18:00:00,Water Ride
33990,negative value in TIME_TO_PARADE_1=-150.0,2022-06-04 20:00:00,Flying Coaster
33993,negative value in TIME_TO_PARADE_1=-135.0,2022-05-08 19:45:00,Flying Coaster
33999,negative value in TIME_TO_PARADE_1=-150.0,2019-08-19 20:00:00,Water Ride
34005,negative value in TIME_TO_PARADE_1=-105.0,2019-07-18 19:15:00,Water Ride
34017,negative value in TIME_TO_PARADE_1=-30.0,2019-09-21 18:00:00,Flying Coaster
34019,negative value in TIME_TO_PARADE_1=-60.0,2019-08-14 18:30:00,Water Ride
34020,negative value in TIME_TO_PARADE_1=-60.0,2019-01-04 18:00:00,Water Ride
34027,negative value in TIME_TO_PARADE_1=-75.0,2019-04-28 18:45:00,Flying Coaster
34034,negative value in TIME_TO_PARADE_1=-30.0,2019-08-24 18:00:00,Water Ride
34061,negative value in TIME_TO_PARADE_1=-135.0,2019-06-15 19:45:00,Water Ride
34069,negative value in TIME_TO_PARADE_1=-150.0,2022-05-19 20:00:00,Water Ride
34076,negative value in TIME_TO_PARADE_1=-30.0,2022-04-11 18:00:00,Water Ride
34077,negative value in TIME_TO_PARADE_1=-195.0,2019-08-09 20:45:00,Flying Coaster
34096,negative value in TIME_TO_PARADE_1=-15.0,2019-05-12 17:45:00,Flying Coaster
34099,negative value in TIME_TO_PARADE_1=-90.0,2022-07-22 19:00:00,Water Ride
34126,negative value in TIME_TO_PARADE_1=-45.0,2019-04-04 18:15:00,Flying Coaster
34131,negative value in TIME_TO_PARADE_1=-120.0,2019-10-12 19:30:00,Flying Coaster
34134,negative value in TIME_TO_PARADE_1=-165.0,2019-07-26 20:15:00,Flying Coaster
34136,negative value in TIME_TO_PARADE_1=-60.0,2018-11-04 18:30:00,Pirate Ship
34150,negative value in TIME_TO_PARADE_1=-105.0,2020-02-22 18:45:00,Pirate Ship
34154,negative value in TIME_TO_PARADE_1=-120.0,2018-10-24 19:30:00,Pirate Ship
34167,negative value in TIME_TO_PARADE_1=-60.0,2018-11-23 18:00:00,Water Ride
34169,negative value in TIME_TO_PARADE_1=-90.0,2022-05-08 19:00:00,Water Ride
34172,negative value in TIME_TO_PARADE_1=-120.0,2019-05-09 19:30:00,Flying Coaster
34175,negative value in TIME_TO_PARADE_1=-150.0,2022-05-12 20:00:00,Water Ride
34176,negative value in TIME_TO_PARADE_1=-195.0,2022-06-06 20:45:00,Pirate Ship
34177,negative value in TIME_TO_PARADE_1=-90.0,2022-05-07 19:00:00,Water Ride
34188,negative value in TIME_TO_PARADE_1=-195.0,2022-06-04 20:45:00,Flying Coaster
34194,negative value in TIME_TO_PARADE_1=-75.0,2022-05-05 18:45:00,Pirate Ship
34197,negative value in TIME_TO_PARADE_1=-105.0,2022-08-15 19:15:00,Pirate Ship
34202,negative value in TIME_TO_PARADE_1=-15.0,2019-01-29 16:45:00,Flying Coaster
34203,negative value in TIME_TO_PARADE_1=-45.0,2019-04-28 18:15:00,Flying Coaster
34206,negative value in TIME_TO_PARADE_1=-150.0,2019-07-11 20:00:00,Flying Coaster
34217,negative value in TIME_TO_PARADE_1=-150.0,2019-04-01 20:00:00,Flying Coaster
34236,negative value in TIME_TO_PARADE_1=-90.0,2018-12-24 18:30:00,Water Ride
34240,negative value in TIME_TO_PARADE_1=-75.0,2022-04-10 18:45:00,Flying Coaster
34244,negative value in TIME_TO_PARADE_1=-45.0,2019-12-20 17:45:00,Pirate Ship
34245,negative value in TIME_TO_PARADE_1=-90.0,2022-07-18 19:00:00,Water Ride
34262,negative value in TIME_TO_PARADE_1=-135.0,2019-07-12 19:45:00,Flying Coaster
34267,negative value in TIME_TO_PARADE_1=-105.0,2019-05-27 19:15:00,Water Ride
34271,negative value in TIME_TO_PARADE_1=-120.0,2019-11-29 19:00:00,Flying Coaster
34281,negative value in TIME_TO_PARADE_1=-60.0,2019-12-22 18:00:00,Flying Coaster
34285,negative value in TIME_TO_PARADE_1=-30.0,2022-05-08 18:00:00,Water Ride
34287,negative value in TIME_TO_PARADE_1=-75.0,2022-06-29 18:45:00,Flying Coaster
34299,negative value in TIME_TO_PARADE_1=-105.0,2018-11-10 18:45:00,Water Ride
34305,negative value in TIME_TO_PARADE_1=-165.0,2019-12-18 18:45:00,Water Ride
34308,negative value in TIME_TO_PARADE_1=-60.0,2018-10-29 18:30:00,Flying Coaster
34330,negative value in TIME_TO_PARADE_1=-105.0,2019-08-14 19:15:00,Flying Coaster
34332,negative value in TIME_TO_PARADE_1=-15.0,2019-08-31 17:45:00,Flying Coaster
34338,negative value in TIME_TO_PARADE_1=-90.0,2022-05-20 19:00:00,Pirate Ship
34349,negative value in TIME_TO_PARADE_1=-30.0,2018-12-25 17:30:00,Water Ride
34359,negative value in TIME_TO_PARADE_1=-75.0,2022-04-24 18:45:00,Flying Coaster
34375,negative value in TIME_TO_PARADE_1=-165.0,2019-07-27 20:15:00,Flying Coaster
34376,negative value in TIME_TO_PARADE_1=-30.0,2020-01-19 17:00:00,Flying Coaster
34389,negative value in TIME_TO_PARADE_1=-60.0,2022-08-12 18:30:00,Water Ride
34390,negative value in TIME_TO_PARADE_1=-15.0,2019-05-14 17:45:00,Water Ride
34417,negative value in TIME_TO_PARADE_1=-135.0,2022-07-08 19:45:00,Pirate Ship
34425,negative value in TIME_TO_PARADE_1=-135.0,2022-06-27 19:45:00,Water Ride
34427,negative value in TIME_TO_PARADE_1=-15.0,2019-10-28 17:45:00,Flying Coaster
34472,negative value in TIME_TO_PARADE_1=-15.0,2022-06-10 17:45:00,Pirate Ship
34513,negative value in TIME_TO_PARADE_1=-45.0,2019-10-31 17:15:00,Water Ride
34530,negative value in TIME_TO_PARADE_1=-120.0,2022-07-31 19:30:00,Flying Coaster
34531,negative value in TIME_TO_PARADE_1=-105.0,2022-04-22 19:15:00,Pirate Ship
34535,negative value in TIME_TO_PARADE_1=-45.0,2022-05-12 18:15:00,Water Ride
34537,negative value in TIME_TO_PARADE_1=-165.0,2019-08-05 20:15:00,Flying Coaster
34538,negative value in TIME_TO_PARADE_1=-165.0,2022-07-27 20:15:00,Pirate Ship
34545,negative value in TIME_TO_PARADE_1=-60.0,2022-07-10 18:30:00,Flying Coaster
34547,negative value in TIME_TO_PARADE_1=-30.0,2022-05-28 18:00:00,Flying Coaster
34548,negative value in TIME_TO_PARADE_1=-15.0,2019-08-18 17:45:00,Water Ride
34550,negative value in TIME_TO_PARADE_1=-75.0,2022-06-13 18:45:00,Flying Coaster
34559,negative value in TIME_TO_PARADE_1=-30.0,2019-01-18 17:00:00,Flying Coaster
34566,negative value in TIME_TO_PARADE_1=-180.0,2022-05-31 20:30:00,Pirate Ship
34574,negative value in TIME_TO_PARADE_1=-15.0,2022-07-22 17:45:00,Water Ride
34592,negative value in TIME_TO_PARADE_1=-75.0,2019-10-20 18:45:00,Flying Coaster
34599,negative value in TIME_TO_PARADE_1=-90.0,2020-02-22 18:30:00,Flying Coaster
34606,negative value in TIME_TO_PARADE_1=-165.0,2022-06-13 20:15:00,Pirate Ship
34608,negative value in TIME_TO_PARADE_1=-75.0,2022-08-15 18:45:00,Pirate Ship
34610,negative value in TIME_TO_PARADE_1=-45.0,2022-04-10 18:15:00,Water Ride
34621,negative value in TIME_TO_PARADE_1=-45.0,2019-01-01 17:45:00,Water Ride
34628,negative value in TIME_TO_PARADE_1=-165.0,2022-04-14 20:15:00,Pirate Ship
34631,negative value in TIME_TO_PARADE_1=-165.0,2019-07-09 20:15:00,Flying Coaster
34633,negative value in TIME_TO_PARADE_1=-75.0,2019-12-20 18:15:00,Water Ride
34634,negative value in TIME_TO_PARADE_1=-135.0,2022-07-31 19:45:00,Flying Coaster
34637,negative value in TIME_TO_PARADE_1=-150.0,2019-05-31 20:00:00,Flying Coaster
34638,negative value in TIME_TO_PARADE_1=-75.0,2022-08-12 18:45:00,Flying Coaster
34642,negative value in TIME_TO_PARADE_1=-45.0,2022-06-25 18:15:00,Water Ride
34643,negative value in TIME_TO_PARADE_1=-15.0,2019-09-09 17:45:00,Water Ride
34644,negative value in TIME_TO_PARADE_1=-15.0,2019-04-04 17:45:00,Flying Coaster
34655,negative value in TIME_TO_PARADE_1=-165.0,2022-07-18 20:15:00,Flying Coaster
34662,negative value in TIME_TO_PARADE_1=-180.0,2022-05-23 20:30:00,Pirate Ship
34666,negative value in TIME_TO_PARADE_1=-105.0,2018-10-27 19:15:00,Pirate Ship
34669,negative value in TIME_TO_PARADE_1=-15.0,2022-06-23 17:45:00,Pirate Ship
34672,negative value in TIME_TO_PARADE_1=-105.0,2019-09-13 19:15:00,Flying Coaster
34675,negative value in TIME_TO_PARADE_1=-30.0,2022-04-01 18:00:00,Pirate Ship
34677,negative value in TIME_TO_PARADE_1=-180.0,2019-01-01 20:00:00,Flying Coaster
34678,negative value in TIME_TO_PARADE_1=-45.0,2018-11-30 17:45:00,Flying Coaster
34686,negative value in TIME_TO_PARADE_1=-30.0,2019-10-05 18:00:00,Water Ride
34698,negative value in TIME_TO_PARADE_1=-45.0,2019-04-10 18:15:00,Water Ride
34699,negative value in TIME_TO_PARADE_1=-45.0,2018-12-30 17:45:00,Water Ride
34719,negative value in TIME_TO_PARADE_1=-105.0,2019-08-08 19:15:00,Water Ride
34720,negative value in TIME_TO_PARADE_1=-165.0,2019-10-28 20:15:00,Flying Coaster
34728,negative value in TIME_TO_PARADE_1=-120.0,2022-05-28 19:30:00,Flying Coaster
34733,negative value in TIME_TO_PARADE_1=-180.0,2019-07-04 20:30:00,Flying Coaster
34742,negative value in TIME_TO_PARADE_1=-165.0,2022-06-13 20:15:00,Water Ride
34743,negative value in TIME_TO_PARADE_1=-30.0,2020-02-17 17:30:00,Flying Coaster
34748,negative value in TIME_TO_PARADE_1=-165.0,2022-05-20 20:15:00,Pirate Ship
34751,negative value in TIME_TO_PARADE_1=-120.0,2019-01-01 19:00:00,Water Ride
34763,negative value in TIME_TO_PARADE_1=-120.0,2019-05-13 19:30:00,Water Ride
34765,negative value in TIME_TO_PARADE_1=-45.0,2019-07-12 18:15:00,Water Ride
34772,negative value in TIME_TO_PARADE_1=-135.0,2022-07-02 19:45:00,Pirate Ship
34798,negative value in TIME_TO_PARADE_1=-60.0,2022-05-08 18:30:00,Flying Coaster
34811,negative value in TIME_TO_PARADE_1=-195.0,2022-06-22 20:45:00,Flying Coaster
34827,negative value in TIME_TO_PARADE_1=-30.0,2019-04-19 18:00:00,Water Ride
34834,negative value in TIME_TO_PARADE_1=-60.0,2019-04-06 18:30:00,Flying Coaster
34843,negative value in TIME_TO_PARADE_1=-135.0,2018-12-07 19:15:00,Water Ride
34850,negative value in TIME_TO_PARADE_1=-105.0,2022-06-25 19:15:00,Water Ride
34854,negative value in TIME_TO_PARADE_1=-165.0,2019-05-22 20:15:00,Flying Coaster
34859,negative value in TIME_TO_PARADE_1=-180.0,2022-05-29 20:30:00,Pirate Ship
34865,negative value in TIME_TO_PARADE_1=-90.0,2018-12-18 18:30:00,Flying Coaster
34875,negative value in TIME_TO_PARADE_1=-150.0,2019-06-11 20:00:00,Water Ride
34877,negative value in TIME_TO_PARADE_1=-135.0,2019-06-07 19:45:00,Water Ride
34882,negative value in TIME_TO_PARADE_1=-30.0,2022-08-11 18:00:00,Water Ride
34883,negative value in TIME_TO_PARADE_1=-105.0,2022-07-04 19:15:00,Water Ride
34888,negative value in TIME_TO_PARADE_1=-30.0,2019-07-11 18:00:00,Water Ride
34895,negative value in TIME_TO_PARADE_1=-15.0,2019-07-08 17:45:00,Flying Coaster
34898,negative value in TIME_TO_PARADE_1=-15.0,2022-08-03 17:45:00,Pirate Ship
34909,negative value in TIME_TO_PARADE_1=-195.0,2022-06-12 20:45:00,Flying Coaster
34910,negative value in TIME_TO_PARADE_1=-15.0,2018-12-10 17:15:00,Flying Coaster
34914,negative value in TIME_TO_PARADE_1=-45.0,2019-04-04 18:15:00,Water Ride
34919,negative value in TIME_TO_PARADE_1=-150.0,2022-06-06 20:00:00,Pirate Ship
34930,negative value in TIME_TO_PARADE_1=-30.0,2019-09-11 18:00:00,Water Ride
34935,negative value in TIME_TO_PARADE_1=-105.0,2022-06-03 19:15:00,Water Ride
34939,negative value in TIME_TO_PARADE_1=-135.0,2022-08-06 19:45:00,Pirate Ship
34940,negative value in TIME_TO_PARADE_1=-195.0,2019-12-18 19:15:00,Water Ride
34954,negative value in TIME_TO_PARADE_1=-75.0,2022-05-07 18:45:00,Flying Coaster
34958,negative value in TIME_TO_PARADE_1=-75.0,2019-10-31 17:45:00,Flying Coaster
34961,negative value in TIME_TO_PARADE_1=-165.0,2022-05-30 20:15:00,Water Ride
34965,negative value in TIME_TO_PARADE_1=-15.0,2019-05-22 17:45:00,Water Ride
34972,negative value in TIME_TO_PARADE_1=-180.0,2018-12-08 20:00:00,Flying Coaster
34994,negative value in TIME_TO_PARADE_1=-90.0,2022-07-10 19:00:00,Water Ride
34997,negative value in TIME_TO_PARADE_1=-15.0,2018-12-25 17:15:00,Flying Coaster
34998,negative value in TIME_TO_PARADE_1=-120.0,2020-01-18 18:30:00,Pirate Ship
35030,negative value in TIME_TO_PARADE_1=-75.0,2019-08-08 18:45:00,Flying Coaster
35035,negative value in TIME_TO_PARADE_1=-120.0,2019-10-29 19:30:00,Flying Coaster
35047,negative value in TIME_TO_PARADE_1=-180.0,2022-06-12 20:30:00,Pirate Ship
35050,negative value in TIME_TO_PARADE_1=-120.0,2022-08-09 19:30:00,Water Ride
35070,negative value in TIME_TO_PARADE_1=-90.0,2019-10-22 19:00:00,Flying Coaster
35073,negative value in TIME_TO_PARADE_1=-15.0,2018-12-29 17:15:00,Flying Coaster
35074,negative value in TIME_TO_PARADE_1=-60.0,2022-05-28 18:30:00,Pirate Ship
35081,negative value in TIME_TO_PARADE_1=-105.0,2018-12-30 18:45:00,Water Ride
35083,negative value in TIME_TO_PARADE_1=-195.0,2019-07-17 20:45:00,Flying Coaster
35102,negative value in TIME_TO_PARADE_1=-105.0,2022-04-24 19:15:00,Pirate Ship
35106,negative value in TIME_TO_PARADE_1=-120.0,2022-04-11 19:30:00,Flying Coaster
35114,negative value in TIME_TO_PARADE_1=-30.0,2019-09-21 18:00:00,Water Ride
